SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Zosterops emiliae,Mountain Black-eye,mouble1,species,24741.0,MOBL MOBE MBEY,ZOEM,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops japonicus,Warbling White-eye,warwhe1,species,24746.0,WWEY,ZOJA,WAWE,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops palpebrosus,Indian White-eye,indwhe1,species,24763.0,IWEY INWE IWE,ZOPA,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops meyeni,Lowland White-eye,loweye2,species,24772.0,LWEY LOWE,ZOME,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops semiflavus,Marianne White-eye,marwhe1,species,24775.0,MAWE MWEY,ZOSE,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,true,1900,zoster2
Zosterops mouroniensis,Comoro White-eye,coweye1,species,24776.0,MKWE KWEY COWE KAWE CWEY,ZOMO,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops olivaceus,Reunion White-eye,reuwhe1,species,24777.0,ROWE RWEY REWE,ZOOL,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops chloronothos,Mauritius White-eye,mauwhe1,species,24778.0,MOWE MAWE MWEY,ZOCH,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops borbonicus,Reunion Gray White-eye,maswhe2,species,24779.0,RGWE,ZOBO,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops mauritianus,Mauritius Gray White-eye,maswhe3,species,24780.0,MGWE,ZOMA,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops abyssinicus,Abyssinian White-eye,wbweye1,species,24781.0,AWEY ABWE,ZOAB,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops socotranus,Socotra White-eye,abywhe1,species,24785.0,SOWE AWE SWEY,ZOSO,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops melanocephalus,Cameroon Speirops,camspe1,species,24786.0,CASP MCSP,ZOME,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops stenocricotus,Forest White-eye,afywhe1,species,24787.0,FWEY AYWE FOWE,ZOST,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops stuhlmanni,Green White-eye,afywhe3,species,24788.0,GRWE AYWE GWEY,ZOST,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops eurycricotus,Kilimanjaro White-eye,brrwhe8,species,24792.0,BRWE KIWE KWEY,ZOEU,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops brunneus,Bioko Speirops,fepspe1,species,24793.0,FPSP BISP,ZOBR,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops poliogastrus,Heuglin's White-eye,heuwhe2,species,24794.0,HWEY HEWE ETWE EWEY,ZOPO,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops kikuyuensis,Kikuyu White-eye,brrwhe3,species,24798.0,MWE KWEY KIWE,ZOKI,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops ficedulinus,Principe White-eye,satwhe1,species,24799.0,PRWE PWEY,ZOFI,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops griseovirescens,Annobon White-eye,anweye1,species,24800.0,AWEY ANWE,ZOGR,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops feae,Sao Tome White-eye,satwhe2,species,24801.0,STWE,ZOFE,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops lugubris,Black-capped Speirops,blcspe1,species,24802.0,BCSP,ZOLU,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops leucophaeus,Principe Speirops,prispe1,species,24803.0,PRSP,ZOLE,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops silvanus,Taita White-eye,brrwhe4,species,24804.0,TWEY TAWE MWE,ZOSI,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops senegalensis,Northern Yellow White-eye,afywhe2,species,24805.0,AYWE NYWE,ZOSE,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops pallidus,Orange River White-eye,capwhe6,species,24817.0,ORWE,ZOPA,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops winifredae,South Pare White-eye,brrwhe10,species,24818.0,SPWE,ZOWI,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops virens,Cape White-eye,capwhe2,species,24819.0,CAWE CWEY,ZOVI,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops anderssoni,Southern Yellow White-eye,afywhe4,species,24824.0,AYWE SYWE,ZOAN,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops vaughani,Pemba White-eye,peweye1,species,24828.0,PWEY PEWE,ZOVA,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops modestus,Seychelles White-eye,seywhe1,species,24829.0,SEWE SWEY,ZOMO,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops anjuanensis,Anjouan White-eye,anjwhe1,species,24830.0,AWEY ANWE MWE,ZOAN,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops comorensis,Moheli White-eye,mohwhe1,species,24831.0,MOWE MWEY MWE,ZOCO,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops maderaspatanus,Malagasy White-eye,madwhe1,species,24832.0,MAWE MWE MWEY,ZOMA,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops kirki,Kirk's White-eye,kirwhe1,species,24836.0,KWEY KIWE,ZOKI,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops mayottensis,Mayotte White-eye,maywhe1,species,24837.0,CSWE MAWE MWEY,ZOMA,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops aldabrensis,Aldabra White-eye,aldwhe1,species,24838.0,AWEY MWE ALWE,ZOAL,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops chloris,Lemon-bellied White-eye,yebwhe1,species,24839.0,LBWE,ZOCH,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops flavissimus,Wakatobi White-eye,lebwhe2,species,24844.0,WWEY WAWE LBWE,ZOFL,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops atrifrons,Black-crowned White-eye,bcweye2,species,24845.0,BCWE,ZOAT,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops nehrkorni,Sangihe White-eye,sanwhe1,species,24850.0,SAWE SWEY,ZONE,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops somadikartai,Togian White-eye,togwhe1,species,24851.0,TWEY TOWE,ZOSO,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops consobrinorum,Sulawesi White-eye,sulwhe1,species,24852.0,PBWE SUWE SWEY,ZOCO,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops anomalus,Black-ringed White-eye,bkrwhe1,species,24854.0,BRWE,ZOAN,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops minor,Black-fronted White-eye,bfweye1,species,24855.0,BFWE GFFW BFFW,ZOMI,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops meeki,Tagula White-eye,wtweye1,species,24864.0,TAWE TWEY,ZOME,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops atriceps,Cream-throated White-eye,crtwhe1,species,24865.0,CTWE,ZOAT,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops buruensis,Buru White-eye,burwhe1,species,24870.0,BWEY BUWE,ZOBU,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops stalkeri,Seram White-eye,serwhe1,species,24871.0,SEWE SWEY,ZOST,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops flavus,Javan White-eye,jaweye2,species,24872.0,JWEY JAWE,ZOFL,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops citrinella,Ashy-bellied White-eye,asbwhe1,species,24873.0,ABWE,ZOCI,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops luteus,Australian Yellow White-eye,ayweye3,species,24878.0,AYWE YWEY YEWE CAWE CWEY,ZOLU,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops lateralis,Silvereye,silver3,species,24881.0,SILV,ZOLA,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops auriventer,Hume's White-eye,humwhe1,species,24899.0,HUWE HWEY,ZOAU,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops melanurus,Sangkar White-eye,sanwhe2,species,24905.0,SAWE SWEY,ZOME,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops everetti,Everett's White-eye,evweye1,species,24909.0,EWEY EVWE,ZOEV,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops vellalavella,Banded White-eye,baweye2,species,24916.0,VLWE BWEY BAWE,ZOVE,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops sanctaecrucis,Santa Cruz White-eye,sacwhe1,species,24917.0,SCWE,ZOSA,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops fuscicapilla,Capped White-eye,capwhe3,species,24918.0,CTWE CAWE CWEY,ZOFU,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops flavifrons,Yellow-fronted White-eye,yfweye1,species,24921.0,VWEY VAWE YFWE,ZOFL,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops superciliosus,Bare-eyed White-eye,beweye1,species,24929.0,BEWE,ZOSU,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops lacertosus,Sanford's White-eye,saweye2,species,24930.0,SAWE SWEY,ZOLA,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops gibbsi,Vanikoro White-eye,vanwhe1,species,24931.0,VAWE VWEY,ZOGI,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops explorator,Layard's White-eye,laweye1,species,24932.0,LAWE FIWE LWEY FWEY,ZOEX,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops hypoxanthus,Black-headed White-eye,bhweye1,species,24934.0,BIWE BWEY BHWE,ZOHY,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops mysorensis,Biak White-eye,biweye1,species,24938.0,BIWE BWEY,ZOMY,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops rendovae,Gray-throated White-eye,gytwhe1,species,24939.0,GTWE,ZORE,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops oleagineus,Yap White-eye,yapwhe1,species,24944.0,YWEY YOWE OCWE YAWE,ZOOL,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops finschii,Dusky White-eye,duweye1,species,24945.0,DUWE DWEY,ZOFI,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops ponapensis,Pohnpei White-eye,pohwhe1,species,24946.0,POWE GBWE PWEY,ZOPO,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops cinereus,Kosrae White-eye,koswhe1,species,24947.0,KOWE KWEY,ZOCI,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops rotensis,Rota White-eye,rotwhe1,species,24948.0,ROWE RWEY,ZORO,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops metcalfii,Yellow-throated White-eye,ytweye1,species,24949.0,YTWE,ZOME,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops stresemanni,Malaita White-eye,maweye2,species,24952.0,MAWE MWEY,ZOST,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops novaeguineae,New Guinea White-eye,ngweye1,species,24953.0,PWEY PAWE NGWE,ZONO,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops kuehni,Ambon White-eye,ambwhe1,species,24961.0,AMWE AWEY,ZOKU,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops grayi,Great Kai White-eye,grkwhe1,species,24962.0,PBWE GKWE,ZOGR,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops luteirostris,Splendid White-eye,spweye2,species,24963.0,GIWE GWEY SPWE SWEY,ZOLU,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops uropygialis,Little Kai White-eye,likwhe1,species,24964.0,GBWE LKWE,ZOUR,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops splendidus,Ganongga White-eye,gaweye1,species,24965.0,GAWE RAWE GWEY RWEY,ZOSP,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops kulambangrae,Solomons White-eye,soiwhe2,species,24966.0,SWE SOWE SWEY,ZOKU,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops tetiparius,Dark-eyed White-eye,soiwhe3,species,24967.0,SWE DEWE,ZOTE,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops natalis,Christmas Island White-eye,ciweye2,species,24970.0,CHWE CWEY CIWE,ZONA,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops conspicillatus,Bridled White-eye,brweye1,species,24971.0,BRWE BWEY,ZOCO,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops semperi,Caroline Islands White-eye,ciweye1,species,24974.0,CIWE CWEY,ZOSE,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops hypolais,Plain White-eye,plweye1,species,24978.0,YPWE PWEY PLWE,ZOHY,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops griseotinctus,Louisiade White-eye,loweye1,species,24979.0,LWEY LOWE,ZOGR,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops murphyi,Kolombangara White-eye,kulwhe1,species,24984.0,KOWE KWEY,ZOMU,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops inornatus,Large Lifou White-eye,llweye1,species,24985.0,LLWE,ZOIN,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops albogularis,White-chested White-eye,wcweye1,species,24986.0,WCWE,ZOAL,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops samoensis,Samoan White-eye,saweye1,species,24987.0,SAWE SWEY,ZOSA,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops strenuus,Robust White-eye,robwhe1,species,24988.0,ROWE RWEY,ZOST,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,true,1923,zoster2
Zosterops tenuirostris,Slender-billed White-eye,sbweye1,species,24989.0,SBWE,ZOTE,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops minutus,Small Lifou White-eye,slweye1,species,24990.0,SLWE,ZOMI,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops xanthochroa,Green-backed White-eye,gnbwhe1,species,24991.0,GBWE,ZOXA,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops rennellianus,Rennell White-eye,reweye1,species,24992.0,REWE RWEY,ZORE,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Timalia pileata,Chestnut-capped Babbler,chcbab1,species,24995.0,CCBA,TIPI,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Dumetia hyperythra,Tawny-bellied Babbler,tabbab1,species,25002.0,TBBA,DUHY,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Dumetia atriceps,Dark-fronted Babbler,dafbab1,species,25006.0,DFBA,DUAT,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Mixornis kelleyi,Gray-faced Tit-Babbler,gyftib1,species,25011.0,GFTB,MIKE,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Mixornis flavicollis,Gray-cheeked Tit-Babbler,gyctib1,species,25012.0,GCTB,MIFL,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Mixornis gularis,Pin-striped Tit-Babbler,sttbab1,species,25015.0,PSTB,MIGU,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Mixornis bornensis,Bold-striped Tit-Babbler,bostib1,species,25032.0,BSTB,MIBO,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Macronus ptilosus,Fluffy-backed Tit-Babbler,fbtbab1,species,25042.0,FBTB,MAPT,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Macronus striaticeps,Brown Tit-Babbler,brtbab1,species,25047.0,BRTB BTBA,MAST,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Cyanoderma chrysaeum,Golden Babbler,golbab1,species,25052.0,GOBA,CYCH,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Cyanoderma erythropterum,Chestnut-winged Babbler,chwbab1,species,25059.0,CWBA CWHB,CYER,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Cyanoderma melanothorax,Crescent-chested Babbler,crcbab1,species,25067.0,CCBA,CYME,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Cyanoderma rufifrons,Rufous-fronted Babbler,rufbab2,species,25073.0,RFBA RFB,CYRU,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Cyanoderma pyrrhops,Black-chinned Babbler,blcbab2,species,25079.0,BCBA,CYPY,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Cyanoderma ruficeps,Rufous-capped Babbler,rucbab1,species,25080.0,RCBA,CYRU,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Cyanoderma ambiguum,Buff-chested Babbler,bucbab1,species,25088.0,BCB BCBA RFB,CYAM,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Spelaeornis caudatus,Rufous-throated Wren-Babbler,rtwbab1,species,25094.0,RTWB,SPCA,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Spelaeornis badeigularis,Mishmi Wren-Babbler,miswrb1,species,25095.0,MWB RTWB MIWB MWBA,SPBA,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Spelaeornis troglodytoides,Bar-winged Wren-Babbler,bwwbab1,species,25096.0,BWWB,SPTR,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Spelaeornis kinneari,Pale-throated Wren-Babbler,patwrb1,species,25102.0,PTWB,SPKI,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Spelaeornis chocolatinus,Naga Wren-Babbler,ltwbab1,species,25103.0,NWBA NWB NAWB,SPCH,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Spelaeornis oatesi,Chin Hills Wren-Babbler,chhwrb1,species,25104.0,CHWB,SPOA,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Spelaeornis longicaudatus,Tawny-breasted Wren-Babbler,tbwbab1,species,25105.0,TBWB,SPLO,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Spelaeornis reptatus,Gray-bellied Wren-Babbler,gybwrb1,species,25106.0,GBWB,SPRE,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Melanocichla lugubris,Black Laughingthrush,blalau1,species,25107.0,BLLA,MELU,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Melanocichla calva,Bare-headed Laughingthrush,bahlau1,species,25108.0,BHLA,MECA,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Pomatorhinus ferruginosus,Coral-billed Scimitar-Babbler,cbsbab2,species,25109.0,BCBS CBSB,POFE,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Pomatorhinus ochraceiceps,Red-billed Scimitar-Babbler,rbsbab1,species,25118.0,RBSB,POOC,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Pomatorhinus superciliaris,Slender-billed Scimitar-Babbler,sbsbab1,species,25124.0,SBSB,POSU,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Pomatorhinus ruficollis,Streak-breasted Scimitar-Babbler,sbsbab3,species,25129.0,SBSB,PORU,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Pomatorhinus musicus,Taiwan Scimitar-Babbler,taiscb1,species,25143.0,TSBA TASB,POMU,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Pomatorhinus schisticeps,White-browed Scimitar-Babbler,wbsbab1,species,25144.0,WBSB,POSC,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Pomatorhinus horsfieldii,Indian Scimitar-Babbler,insbab1,species,25159.0,INSB ISBA,POHO,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Pomatorhinus melanurus,Sri Lanka Scimitar-Babbler,srlscb1,species,25164.0,SLSB,POME,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Pomatorhinus montanus,Chestnut-backed Scimitar-Babbler,cbsbab1,species,25165.0,CBSB JSBA,POMO,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Erythrogenys hypoleucos,Large Scimitar-Babbler,lasbab1,species,25173.0,LSBA LASB,ERHY,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Erythrogenys erythrogenys,Rusty-cheeked Scimitar-Babbler,rcsbab1,species,25179.0,RCSB,ERER,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Erythrogenys mcclellandi,Spot-breasted Scimitar-Babbler,spbscb1,species,25185.0,SBSB,ERMC,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Erythrogenys gravivox,Black-streaked Scimitar-Babbler,bksscb1,species,25186.0,BSSB,ERGR,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Erythrogenys swinhoei,Gray-sided Scimitar-Babbler,gysscb1,species,25193.0,GSSB,ERSW,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Erythrogenys erythrocnemis,Black-necklaced Scimitar-Babbler,sbsbab2,species,25196.0,BNSB,ERER,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Stachyris nigricollis,Black-throated Babbler,bltbab1,species,25197.0,BTBA,STNI,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Stachyris grammiceps,White-breasted Babbler,whbbab2,species,25198.0,WBBA,STGR,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Stachyris maculata,Chestnut-rumped Babbler,chrbab1,species,25199.0,CRBA,STMA,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Stachyris nigriceps,Gray-throated Babbler,gytbab1,species,25204.0,GTBA,STNI,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Stachyris poliocephala,Gray-headed Babbler,gyhbab1,species,25218.0,GHBA,STPO,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Stachyris nonggangensis,Nonggang Babbler,nonbab1,species,25219.0,NOBA,STNO,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Stachyris herberti,Sooty Babbler,soobab1,species,25220.0,SOBA,STHE,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
Stachyris humei,Sikkim Wedge-billed Babbler,wbwbab1,species,25221.0,BBBA SWBB,STHU,,Passeriformes,"Tree-Babblers, Scimitar-Babblers, and Allies",Timaliidae,,,,timali1
