SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Psilopogon corvinus,Brown-throated Barbet,brtbar1,species,10286.0,BTBA,PSCO,,Piciformes,Asian Barbets,Megalaimidae,,,,megala2
Psilopogon chrysopogon,Gold-whiskered Barbet,gowbar2,species,10287.0,GWBA,PSCH,,Piciformes,Asian Barbets,Megalaimidae,,,,megala2
Psilopogon incognitus,Moustached Barbet,moubar2,species,10292.0,MOBA,PSIN,,Piciformes,Asian Barbets,Megalaimidae,,,,megala2
Psilopogon nuchalis,Taiwan Barbet,taibar2,species,10296.0,TABA,PSNU,,Piciformes,Asian Barbets,Megalaimidae,,,,megala2
Psilopogon faber,Chinese Barbet,chibar1,species,10297.0,CHBA,PSFA,,Piciformes,Asian Barbets,Megalaimidae,,,,megala2
Psilopogon asiaticus,Blue-throated Barbet,bltbar2,species,10300.0,BTBA,PSAS,,Piciformes,Asian Barbets,Megalaimidae,,,,megala2
Psilopogon annamensis,Indochinese Barbet,indbar1,species,10303.0,ANBA INBA,PSAN,,Piciformes,Asian Barbets,Megalaimidae,,,,megala2
Psilopogon oorti,Black-browed Barbet,blbbar5,species,10304.0,BBBA,PSOO,,Piciformes,Asian Barbets,Megalaimidae,,,,megala2
Psilopogon chersonesus,Turquoise-throated Barbet,tutbar1,species,10305.0,TTBA,PSCH,,Piciformes,Asian Barbets,Megalaimidae,,,,megala2
Capito aurovirens,Scarlet-crowned Barbet,sccbar1,species,10308.0,SCBA,CAAU,,Piciformes,New World Barbets,Capitonidae,,,,capito2
Capito dayi,Black-girdled Barbet,blgbar1,species,10309.0,BGBA,CADA,,Piciformes,New World Barbets,Capitonidae,,,,capito2
Capito maculicoronatus,Spot-crowned Barbet,spcbar1,species,10310.0,,CAMA,SCBA,Piciformes,New World Barbets,Capitonidae,,,,capito2
Capito squamatus,Orange-fronted Barbet,orfbar1,species,10313.0,OFBA,CASQ,,Piciformes,New World Barbets,Capitonidae,,,,capito2
Capito hypoleucus,White-mantled Barbet,whmbar1,species,10314.0,WMBA,CAHY,,Piciformes,New World Barbets,Capitonidae,,,,capito2
Capito wallacei,Scarlet-banded Barbet,scbbar2,species,10318.0,SBBA,CAWA,,Piciformes,New World Barbets,Capitonidae,,,,capito2
Capito quinticolor,Five-colored Barbet,ficbar1,species,10321.0,FCBA,CAQU,,Piciformes,New World Barbets,Capitonidae,,,,capito2
Capito brunneipectus,Brown-chested Barbet,brcbar1,species,10322.0,BCBA,CABR,,Piciformes,New World Barbets,Capitonidae,,,,capito2
Capito niger,Black-spotted Barbet,blsbar1,species,10323.0,BSBA,CANI,,Piciformes,New World Barbets,Capitonidae,,,,capito2
Capito auratus,Gilded Barbet,gilbar1,species,10324.0,GIBA,CAAU,,Piciformes,New World Barbets,Capitonidae,,,,capito2
Eubucco richardsoni,Lemon-throated Barbet,letbar1,species,10334.0,LTBA LTTB,EURI,,Piciformes,New World Barbets,Capitonidae,,,,capito2
Eubucco tucinkae,Scarlet-hooded Barbet,schbar1,species,10341.0,SHBA,EUTU,,Piciformes,New World Barbets,Capitonidae,,,,capito2
Eubucco bourcierii,Red-headed Barbet,rehbar1,species,10342.0,,EUBO,RHBA,Piciformes,New World Barbets,Capitonidae,,,,capito2
Eubucco versicolor,Versicolored Barbet,verbar1,species,10349.0,BMCC VEBA,EUVE,,Piciformes,New World Barbets,Capitonidae,,,,capito2
Semnornis frantzii,Prong-billed Barbet,prbbar1,species,10354.0,,SEFR,PBBA,Piciformes,Toucan-Barbets,Semnornithidae,,,,semnor1
Semnornis ramphastinus,Toucan Barbet,toubar1,species,10355.0,TOBA,SERA,,Piciformes,Toucan-Barbets,Semnornithidae,,,,semnor1
Aulacorhynchus prasinus,Northern Emerald-Toucanet,noremt1,species,10358.0,ETSP NETO ETTT,AUPR,NOET,Piciformes,Toucans,Ramphastidae,,,,rampha1
Aulacorhynchus albivitta,Southern Emerald-Toucanet,souemt1,species,10367.0,GTTB SETO WTTT SOET,AUAL,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Aulacorhynchus sulcatus,Groove-billed Toucanet,grbtou1,species,10377.0,GBBT GBTO,AUSU,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Aulacorhynchus derbianus,Chestnut-tipped Toucanet,chttou3,species,10382.0,CTTO,AUDE,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Aulacorhynchus whitelianus,Tepui Toucanet,chttou2,species,10383.0,TETO,AUWH,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Aulacorhynchus haematopygus,Crimson-rumped Toucanet,crrtou1,species,10387.0,CRTO,AUHA,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Aulacorhynchus huallagae,Yellow-browed Toucanet,yebtou1,species,10390.0,YBTO,AUHU,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Aulacorhynchus coeruleicinctis,Blue-banded Toucanet,blbtou1,species,10391.0,BBTO,AUCO,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Andigena hypoglauca,Gray-breasted Mountain-Toucan,gybmot1,species,10393.0,GBMT,ANHY,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Andigena laminirostris,Plate-billed Mountain-Toucan,pbmtou1,species,10396.0,PBMT,ANLA,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Andigena cucullata,Hooded Mountain-Toucan,homtou1,species,10397.0,HMTO HOMT,ANCU,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Andigena nigrirostris,Black-billed Mountain-Toucan,bbmtou1,species,10398.0,BBMT,ANNI,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Pteroglossus bailloni,Saffron Toucanet,saftou2,species,10402.0,SATO,PTBA,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Pteroglossus viridis,Green Aracari,greara1,species,10403.0,GRAR,PTVI,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Pteroglossus inscriptus,Lettered Aracari,letara1,species,10404.0,LEAR,PTIN,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Pteroglossus torquatus,Collared Aracari,colara1,species,10407.0,CBMA CBBA,PTTO,COAR,Piciformes,Toucans,Ramphastidae,,,,rampha1
Pteroglossus frantzii,Fiery-billed Aracari,fibara1,species,10414.0,,PTFR,FBAR,Piciformes,Toucans,Ramphastidae,,,,rampha1
Pteroglossus aracari,Black-necked Aracari,blnara1,species,10415.0,BNAR,PTAR,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Pteroglossus castanotis,Chestnut-eared Aracari,cheara1,species,10419.0,CEAR,PTCA,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Pteroglossus pluricinctus,Many-banded Aracari,mabara1,species,10422.0,MBAR,PTPL,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Pteroglossus azara,Ivory-billed Aracari,ivbara1,species,10423.0,IBAR IBMA,PTAZ,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Pteroglossus beauharnaisii,Curl-crested Aracari,cucara1,species,10427.0,CCAR,PTBE,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Pteroglossus bitorquatus,Red-necked Aracari,renara1,species,10428.0,ERNA RNAR,PTBI,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Selenidera spectabilis,Yellow-eared Toucanet,yeetou1,species,10434.0,,SESP,YETO,Piciformes,Toucans,Ramphastidae,,,,rampha1
Selenidera piperivora,Guianan Toucanet,guitou1,species,10435.0,GUTO,SEPI,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Selenidera reinwardtii,Golden-collared Toucanet,goctou1,species,10436.0,RBBT GCTO,SERE,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Selenidera nattereri,Tawny-tufted Toucanet,tattou1,species,10439.0,TTTO,SENA,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Selenidera gouldii,Gould's Toucanet,goutou1,species,10440.0,GOTO,SEGO,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Selenidera maculirostris,Spot-billed Toucanet,spbtou1,species,10441.0,SBTO,SEMA,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Ramphastos toco,Toco Toucan,toctou1,species,10443.0,TOTO,RATO,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Ramphastos ambiguus,Yellow-throated Toucan,bkmtou1,species,10446.0,,RAAM,YTTO,Piciformes,Toucans,Ramphastidae,,,,rampha1
Ramphastos tucanus,White-throated Toucan,whttou1,species,10451.0,WTTO RBTO,RATU,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Ramphastos sulfuratus,Keel-billed Toucan,kebtou1,species,10456.0,,RASU,KBTO,Piciformes,Toucans,Ramphastidae,,,,rampha1
Ramphastos brevis,Choco Toucan,chotou1,species,10459.0,CHTO,RABR,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Ramphastos vitellinus,Channel-billed Toucan,chbtou1,species,10460.0,CBTT CBTO CBTS,RAVI,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Ramphastos dicolorus,Red-breasted Toucan,rebtou2,species,10470.0,RBTO GBTO,RADI,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Prodotiscus insignis,Cassin's Honeyguide,cashon1,species,10472.0,CAHO,PRIN,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Prodotiscus zambesiae,Green-backed Honeyguide,grbhon2,species,10475.0,GBHO,PRZA,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Prodotiscus regulus,Wahlberg's Honeyguide,wahhon1,species,10478.0,BB BBHO WAHO,PRRE,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Melignomon zenkeri,Zenker's Honeyguide,zenhon1,species,10482.0,ZEHO,MEZE,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Melignomon eisentrauti,Yellow-footed Honeyguide,yefhon2,species,10483.0,YFHO,MEEI,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Indicator pumilio,Dwarf Honeyguide,dwahon1,species,10484.0,DWHO,INPU,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Indicator willcocksi,Willcocks's Honeyguide,wilhon2,species,10485.0,WIHO,INWI,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Indicator meliphilus,Pallid Honeyguide,palhon1,species,10489.0,PAHO,INME,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Indicator exilis,Least Honeyguide,leahon2,species,10492.0,LEHO,INEX,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Indicator conirostris,Thick-billed Honeyguide,thbhon1,species,10496.0,LH TBHO,INCO,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Indicator minor,Lesser Honeyguide,leshon1,species,10499.0,LH LEHO,INMI,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Indicator maculatus,Spotted Honeyguide,spohon2,species,10507.0,SPHO,INMA,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Indicator variegatus,Scaly-throated Honeyguide,scthon1,species,10510.0,STHO,INVA,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Indicator xanthonotus,Yellow-rumped Honeyguide,yerhon1,species,10511.0,YRHO,INXA,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Indicator archipelagicus,Malaysian Honeyguide,malhon1,species,10514.0,MAHO,INAR,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Indicator indicator,Greater Honeyguide,grehon2,species,10515.0,GRHO,ININ,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Melichneutes robustus,Lyre-tailed Honeyguide,lython1,species,10518.0,LTHO,MERO,,Piciformes,Honeyguides,Indicatoridae,,,,indica1
Jynx torquilla,Eurasian Wryneck,eurwry,species,10519.0,,JYTO,EUWR,Piciformes,Woodpeckers,Picidae,,,,picida1
Jynx ruficollis,Rufous-necked Wryneck,runwry1,species,10524.0,RNWR RTWR,JYRU,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus innominatus,Speckled Piculet,spepic1,species,10528.0,SPPI,PIIN,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus aurifrons,Bar-breasted Piculet,babpic1,species,10532.0,BBPI,PIAU,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus pumilus,Orinoco Piculet,oripic1,species,10540.0,ORPI,PIPU,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus lafresnayi,Lafresnaye's Piculet,lafpic1,species,10541.0,LAPI,PILA,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus exilis,Golden-spangled Piculet,gospic1,species,10546.0,GSPI,PIEX,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus sclateri,Ecuadorian Piculet,ecupic1,species,10551.0,ECPI,PISC,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus squamulatus,Scaled Piculet,scapic1,species,10555.0,SDPI SCPI SSPI,PISQ,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus spilogaster,White-bellied Piculet,whbpic2,species,10562.0,WBPI,PISP,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus minutissimus,Arrowhead Piculet,arrpic1,species,10567.0,ARPI,PIMI,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus pygmaeus,Spotted Piculet,spopic1,species,10568.0,SPPI,PIPY,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus steindachneri,Speckle-chested Piculet,spcpic1,species,10569.0,SCPI,PIST,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus varzeae,Varzea Piculet,varpic1,species,10570.0,VAPI,PIVA,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus cirratus,White-barred Piculet,whbpic1,species,10571.0,WBPI,PICI,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus dorbignyanus,Ocellated Piculet,ocepic2,species,10580.0,OCPI,PIDO,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus temminckii,Ochre-collared Piculet,occpic1,species,10584.0,OCPI,PITE,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus albosquamatus,White-wedged Piculet,whwpic1,species,10587.0,WWPI,PIAL,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus fuscus,Rusty-necked Piculet,runpic1,species,10592.0,RNPI,PIFU,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus rufiventris,Rufous-breasted Piculet,rubpic1,species,10593.0,RBPI,PIRU,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus limae,Ochraceous Piculet,ochpic1,species,10597.0,OCPI,PILI,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus nebulosus,Mottled Piculet,motpic1,species,10598.0,MOPI,PINE,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus castelnau,Plain-breasted Piculet,plbpic1,species,10599.0,PBPI,PICA,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus subtilis,Fine-barred Piculet,fibpic1,species,10600.0,FBPI,PISU,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus olivaceus,Olivaceous Piculet,olipic1,species,10601.0,,PIOL,OLPI,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus granadensis,Grayish Piculet,grapic1,species,10608.0,GRPI,PIGR,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus cinnamomeus,Chestnut Piculet,chepic1,species,10611.0,CHPI,PICI,,Piciformes,Woodpeckers,Picidae,,,,picida1
Verreauxia africana,African Piculet,afrpic1,species,10617.0,AFPI,VEAF,,Piciformes,Woodpeckers,Picidae,,,,picida1
Sasia abnormis,Rufous Piculet,rufpic1,species,10618.0,RUPI,SAAB,,Piciformes,Woodpeckers,Picidae,,,,picida1
Sasia ochracea,White-browed Piculet,whbpic3,species,10621.0,WBPI,SAOC,,Piciformes,Woodpeckers,Picidae,,,,picida1
Nesoctites micromegas,Antillean Piculet,antpic1,species,10626.0,,NEMI,ANPI,Piciformes,Woodpeckers,Picidae,,,,picida1
Hemicircus concretus,Gray-and-buff Woodpecker,gabwoo3,species,10629.0,RCAB GABW,HECO,,Piciformes,Woodpeckers,Picidae,,,,picida1
Hemicircus canente,Heart-spotted Woodpecker,heswoo1,species,10632.0,HSWO,HECA,,Piciformes,Woodpeckers,Picidae,,,,picida1
Sphyrapicus thyroideus,Williamson's Sapsucker,wilsap,species,10633.0,,SPTH,WISA,Piciformes,Woodpeckers,Picidae,,,,picida1
Sphyrapicus varius,Yellow-bellied Sapsucker,yebsap,species,10636.0,,SPVA,YBSA,Piciformes,Woodpeckers,Picidae,,,,picida1
Sphyrapicus nuchalis,Red-naped Sapsucker,rensap,species,10637.0,,SPNU,RNSA,Piciformes,Woodpeckers,Picidae,,,,picida1
Sphyrapicus ruber,Red-breasted Sapsucker,rebsap,species,10640.0,,SPRU,RBSA,Piciformes,Woodpeckers,Picidae,,,,picida1
Xiphidiopicus percussus,Cuban Green Woodpecker,cugwoo1,species,10647.0,,XIPE,CGWO,Piciformes,Woodpeckers,Picidae,,,,picida1
Melanerpes candidus,White Woodpecker,whiwoo1,species,10650.0,WHWO,MECA,,Piciformes,Woodpeckers,Picidae,,,,picida1
Melanerpes lewis,Lewis's Woodpecker,lewwoo,species,10651.0,,MELE,LEWO,Piciformes,Woodpeckers,Picidae,,,,picida1
Melanerpes herminieri,Guadeloupe Woodpecker,guawoo1,species,10652.0,,MEHE,GUWO,Piciformes,Woodpeckers,Picidae,,,,picida1
Melanerpes portoricensis,Puerto Rican Woodpecker,purwoo1,species,10653.0,,MEPO,PRWO,Piciformes,Woodpeckers,Picidae,,,,picida1
Melanerpes erythrocephalus,Red-headed Woodpecker,rehwoo,species,10654.0,,MEER,RHWO,Piciformes,Woodpeckers,Picidae,,,,picida1
Melanerpes formicivorus,Acorn Woodpecker,acowoo,species,10655.0,,MEFO,ACWO,Piciformes,Woodpeckers,Picidae,,,,picida1
